First_Inspection_Date,Type,Location,Posting_Date,Removal_Start,Removal_End,Tents,Structures,Bedrolls,Vehicles,72_Tents,72_ Structures,72_Bedrolls,72_Vehicles,Latitude,Longitude
6/13/2017,Litter Pick,I-5 Maint Access Road between S Stevens & S Horton,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
6/13/2017,Litter Pick,Stevens Place Park,n/a,n/a,n/a,0,1,1,0,0,0,0,0,"",""
6/13/2017,Inspection,Myers Way Encampment,"","","",13,20,0,0,,,,,"",""
6/16/2017,Obstruction,Columbia & Post,n/a,n/a,6/16/2017,2,0,0,0,0,0,0,0,"",""
6/21/2017,72-Hour Clean,Pike Place Hill Climb,6/22/2017,6/28/2017,6/28/2017,7,1,1,0,7,1,1,0,"",""
6/23/2017,Obstruction,Lincoln Park,n/a,n/a,6/23/2017,0,1,0,0,0,1,0,0,"",""
6/27/2017,Inspection,4772 Ohio Ave S.,"",6/27/2017,6/27/2017,0,0,0,2,,,,,"",""
6/27/2017,72-Hour Clean,Beacon Hill greenbelt SE of S Plum St,7/13/2017,6/27/2017,6/27/2017,2,0,0,1,2,0,0,1,"",""
6/27/2017,Litter Pick,Highland Parkway Sw & W Maginal Way SW,n/a,6/27/2017,6/27/2017,0,0,0,0,0,0,0,0,"",""
6/29/2017,Litter Pick,Burke Gilman Tail @ Dexter Ave N,n/a,n/a,n/a,0,0,2,0,0,0,0,0,"",""
7/3/2017,Inspection,EB I-90 On-ramp (Close to I-90 Trail),"","","",2,0,0,0,,,,,"",""
7/3/2017,Inspection,Mineral Springs Park,"","","",1,1,2,0,,,,,"",""
7/3/2017,Inspection,I-90 -Spokane Exit,"","","",40,17,6,0,,,,,"",""
7/5/2017,72-Hour Clean,Golden Gardens,7/13/2017,7/18/2017,7/18/2017,4,1,5,0,3,1,0,0,"",""
7/7/2017,72-Hour Clean,Utah & Hudson,7/7/2017,7/7/2017,7/13/2017,3,1,0,2,3,1,0,2,"",""
7/7/2017,72-Hour Clean,Dearborn 12th St to 7th St- between I-5 lanes Northbound & Southbound lanes,7/7/2017,7/11/2017,7/13/2017,9,4,4,0,9,4,4,0,"",""
7/10/2017,Inspection,2215 3rd Ave S,"","","",0,0,0,1,,,,,"",""
7/10/2017,72-Hour Clean,Martin Luther King Park,8/10/2017,8/14/2017,8/15/2017,4,2,2,0,4,2,2,0,"",""
7/11/2017,Inspection,W. Marginal Way S at SR 99,"","","",3,0,0,0,,,,,"",""
7/11/2017,Inspection,WSDOT SR 509 & Cloverdale st,"","","",1,0,0,0,,,,,"",""
7/12/2017,72-Hour Clean,City Hall Park & Dilling Way,7/14/2017,7/20/2017,7/20/2017,17,0,0,0,17,0,0,0,"",""
7/12/2017,72-Hour Clean,Jackson Park Golf Course,8/5/2017,8/9/2017,8/9/2017,0,3,0,0,0,3,0,0,"",""
7/12/2017,72-Hour Clean,1st Ave S.,8/4/2017,8/8/2017,8/8/2017,1,1,1,0,1,1,1,0,"",""
7/13/2017,72-Hour Clean,Bell & Western,7/18/2017,7/21/2017,7/21/2017,11,1,0,0,8,0,0,0,"",""
7/13/2017,72-Hour Clean,3600 to 3800 Block of Winslow (Troll Hill),8/8/2017,8/11/2017,8/11/2017,4,1,1,0,4,1,1,0,"",""
7/14/2017,72-Hour Clean,Alaskan Way,8/3/2017,8/7/2017,8/7/2017,22,5,2,0,22,5,2,0,"",""
7/14/2017,72-Hour Clean,Mercer Corridor,7/14/2017,7/19/2017,7/20/2017,37,1,7,0,37,1,7,0,"",""
7/14/2017,72-Hour Clean,Mercer Corridor,8/24/2017,8/31/2017,8/31/2017,22,0,2,0,9,0,2,0,"",""
7/18/2017,Hazard,Freeway Park,n/a,7/18/2017,7/18/2017,1,2,0,0,1,2,0,0,"",""
7/21/2017,Obstruction,Airport & 6th,7/21/2017,7/24/2017,7/24/2017,1,0,0,0,,,,,"",""
7/21/2017,Obstruction,Airport & 6th,7/21/2017,7/24/2017,7/24/2017,0,1,0,0,0,1,0,0,"",""
7/24/2017,72-Hour Clean,Queen Anne Greenbelt - West ( Helix Pedestrian Bridge),7/24/2017,7/27/2017,7/27/2017,2,2,0,0,3,2,0,0,"",""
7/25/2017,Obstruction,Alaskan Way & Yesler,n/a,7/25/2017,7/25/2017,1,0,0,0,1,0,0,0,"",""
7/25/2017,Obstruction,3rd Ave S & Holgate St to Royal Brougham,7/25/2017,7/26/2017,7/26/2017,8,2,2,6,,,,,"",""
7/26/2017,Inspection,2304 N Northgate Way,"",7/26/2017,7/26/2017,0,0,2,0,,,,,"",""
7/26/2017,72-Hour Clean,Ravenna Woods,7/28/2017,"","",0,0,1,0,,,,,"",""
7/26/2017,72-Hour Clean,S Jackson St (800-900 block) under&along I-5,7/28/2017,7/31/2017,7/31/2017,2,1,2,0,2,1,2,0,"",""
7/26/2017,72-Hour Clean,Licton Springs Park,9/21/2017,9/25/2017,9/25/2017,1,1,4,0,1,0,0,0,"",""
7/26/2017,72-Hour Clean,Burke-Gilman Trail 3rd-7th Ave NW/36th to 42nd,7/28/2017,8/1/2017,8/1/2017,2,1,1,0,2,1,1,0,"",""
7/26/2017,72-Hour Clean,Bellevue Place Park,7/31/2017,8/3/2017,8/3/2017,2,0,2,0,2,0,2,0,"",""
7/26/2017,Obstruction,6th & Cherry,n/a,7/26/2017,7/26/2017,1,1,0,0,1,0,0,0,"",""
7/26/2017,72-Hour Clean,La Villa Meadows (Fisher Place NE & Lake City Way),8/17/2017,7/26/2017,7/26/2017,2,0,0,0,2,0,0,0,"",""
7/27/2017,Inspection,Queen Anne Greenbelt East,"",7/27/2017,7/27/2017,7,0,0,0,,,,,"",""
7/27/2017,Inspection,under S Albro PL-620 Stanley Ave,"","","",0,0,0,1,,,,,"",""
7/27/2017,72-Hour Clean,Behind Harborview at I-5 wall,8/7/2017,7/27/2017,7/27/2017,2,0,0,0,3,0,0,0,"",""
7/27/2017,Clean - No Campers,2100 block of 3rd Ave S,n/a,7/27/2017,7/27/2017,0,0,0,2,0,0,0,0,"",""
7/28/2017,72-Hour Clean,James St to Cherry St,7/28/2017,8/1/2017,8/1/2017,13,1,7,0,13,1,7,0,"",""
7/31/2017,Clean - No Campers,Georgetown Playfield,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
7/31/2017,Litter Pick,Georgetown Water Pump,n/a,n/a,n/a,1,1,0,0,0,0,0,0,"",""
7/31/2017,72-Hour Clean,7th Ave  S,8/25/2017,8/29/2017,8/29/2017,0,2,0,0,0,2,0,0,"",""
7/31/2017,Clean - No Campers,Beer Sheeva Park,n/a,7/31/2017,7/31/2017,0,0,0,0,0,0,0,0,"",""
8/1/2017,72-Hour Clean,4048 Pasadena PL NE,8/24/2017,8/30/2017,8/30/2017,3,0,1,0,0,0,0,0,"",""
8/1/2017,Litter Pick,Duwamish Trail,n/a,8/1/2017,8/1/2017,0,0,0,0,0,0,0,0,"",""
8/1/2017,Litter Pick,Duwamish Waterway Park,n/a,8/1/2017,8/1/2017,0,0,0,0,0,0,0,0,"",""
8/2/2017,Inspection,2311 N 88th St,"",8/2/2017,8/2/2017,0,0,0,0,0,0,0,0,"",""
8/2/2017,Inspection,NE 80th St & 2nd Ave NE/I-5,"",8/2/2017,8/2/2017,6,2,3,0,,,,,"",""
8/2/2017,Inspection,815 S Main St,"",8/2/2017,8/2/2017,1,1,0,0,,,,,"",""
8/2/2017,Inspection,840 Poplar Pl S,"",8/2/2017,8/2/2017,0,0,0,1,,,,,"",""
8/2/2017,72-Hour Clean,I-5 (70th to 80th),9/27/2017,10/3/2017,10/4/2017,6,2,3,0,5,1,0,0,"",""
8/2/2017,Inspection,8516 Corliss Ave N (behind sound barrier wall),"","","",2,0,0,0,,,,,"",""
8/2/2017,72-Hour Clean,22nd Ave S & S Hill St,8/10/2017,8/14/2017,8/14/2017,0,1,0,0,0,1,0,1,"",""
8/2/2017,Clean - No Campers,Sam Smith Park,n/a,8/2/2017,8/2/2017,0,0,0,0,0,0,0,0,"",""
8/2/2017,Clean - No Campers,Seaview Ave NW & NW 61st,n/a,8/2/2017,8/2/2017,0,0,0,0,0,0,0,0,"",""
8/3/2017,72-Hour Clean,3rd & Mercer,8/3/2017,8/7/2017,8/7/2017,0,0,0,0,0,0,0,0,"",""
8/4/2017,72-Hour Clean,1st Ave N & Mercer St,9/5/2017,9/8/2017,9/8/2017,0,1,0,0,0,0,0,0,"",""
8/7/2017,Litter Pick,Morgan Junction,n/a,8/7/2017,8/7/2017,0,0,0,0,0,0,0,0,"",""
8/7/2017,Litter Pick,Roxhill Park,n/a,8/7/2017,8/7/2017,0,0,0,0,0,0,0,0,"",""
8/8/2017,Litter Pick,Mercer Corridor,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
8/8/2017,72-Hour Clean,Westcrest Park,10/13/2017,10/18/2017,10/18/2017,3,0,1,0,3,0,0,0,"",""
8/8/2017,Clean - No Campers,Fauntleroy Park,n/a,8/8/2017,8/8/2017,0,0,0,0,0,0,0,0,"",""
8/9/2017,72-Hour Clean,St Marks Greenbelt,8/10/2017,8/16/2017,8/16/2017,3,0,1,0,3,0,1,0,"",""
8/9/2017,72-Hour Clean,Carkeek Park,8/9/2017,8/15/2017,8/15/2017,3,0,2,0,3,0,2,0,"",""
8/10/2017,Inspection,NW 45th Street & Shilshole Avenue NW (Ballard Blocks 2 site),"","","",0,1,0,7,,,,,"",""
8/10/2017,Inspection,10th Ave S & S Weller,"","","",1,0,0,0,,,,,"",""
8/10/2017,Litter Pick,Eastlake Ave E -Under Denny Way overpass,n/a,8/10/2017,8/10/2017,0,0,0,0,0,0,0,0,"",""
8/16/2017,CANCELLED,Myers Way-FAS (Cancelled- SPD),8/17/2017,8/16/2017,8/16/2017,0,2,0,6,0,0,0,0,"",""
8/16/2017,72-Hour Clean,I-5 NB 45th St exit & surrounding area,8/18/2017,8/16/2017,8/16/2017,4,2,0,0,4,2,0,0,"",""
8/16/2017,Litter Pick,Magnuson Park,n/a,8/16/2017,8/16/2017,0,0,0,0,0,0,0,0,"",""
8/16/2017,Litter Pick,Matthews Beach Park,n/a,8/16/2017,8/16/2017,0,0,0,0,0,0,0,0,"",""
8/17/2017,Hazard,Mercer St I-5 NB on-ramp,n/a,8/17/2017,8/17/2017,1,1,0,0,1,1,0,0,"",""
8/21/2017,Litter Pick,1st Ave S & Denver Ave S,n/a,8/21/2017,8/21/2017,0,0,0,0,0,0,0,0,"",""
8/23/2017,72-Hour Clean,Ballard Commons Park,8/24/2017,8/28/2017,8/28/2017,0,5,5,2,1,2,1,0,"",""
8/23/2017,72-Hour Clean,Greg Davis Park,9/28/2017,10/2/2017,10/2/2017,0,2,0,0,0,1,0,0,"",""
8/28/2017,72-Hour Clean,815 S. Seattle Blvd,9/1/2017,9/7/2017,9/7/2017,2,6,0,0,5,0,0,0,"",""
8/29/2017,Litter Pick,1117 NE Boat St,n/a,n/a,n/a,0,0,1,0,0,0,0,0,"",""
8/29/2017,Inspection,Burke Gilman Trail @ Fred Meyer,"","","",11,0,0,11,,,,,"",""
8/29/2017,Inspection,NW 45th Ave & 14th Ave NW,"","","",0,1,0,0,,,,,"",""
8/29/2017,Clean - No Campers,9407 19th Ave NW,n/a,8/29/2017,8/29/2017,0,0,0,0,0,0,0,0,"",""
8/29/2017,Litter Pick,Salmon Bay Park,n/a,8/29/2017,8/29/2017,0,0,1,0,0,0,0,0,"",""
8/30/2017,72-Hour Clean,James to Cherry,8/30/2017,9/5/2017,9/6/2017,15,1,10,0,10,0,0,0,"",""
8/30/2017,72-Hour Clean,I-5 Southbound James Street Exit,9/30/2017,9/6/2017,9/6/2017,6,2,1,0,3,0,0,0,"",""
8/30/2017,72-Hour Clean,1st Ave S & Denver Ave S (Work Zone),1/10/2018,1/17/2018,1/18/2018,5,8,0,0,4,1,0,0,"",""
8/30/2017,72-Hour Clean,1st Ave S & Denver Ave S (Whole Site),1/18/2018,1/22/2018,1/24/2018,10,25,1,2,9,14,0,0,"",""
8/30/2017,Clean - No Campers,13330 Stone Ave N,n/a,8/30/2017,8/30/2017,0,0,0,0,0,0,0,0,"",""
8/30/2017,Inspection,Greenbelt between N 125th St & Stone Ave N,"",8/30/2017,8/30/2017,1,0,1,0,,,,,"",""
9/5/2017,Inspection,Meridian Park,"","","",1,0,0,0,,,,,"",""
9/8/2017,72-Hour Clean,Bell & Western,9/8/2017,9/11/2017,9/11/2017,2,0,0,0,2,0,0,0,"",""
9/8/2017,Litter Pick,Schmitz Preserve Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
9/13/2017,72-Hour Clean,I-90 & Rainier EB Ramp,9/19/2017,9/23/2017,9/23/2017,4,1,0,0,3,0,0,0,"",""
9/13/2017,72-Hour Clean,I-90 & Rainier WB Ramp,11/3/2017,11/8/2017,11/9/2017,11,5,2,0,7,5,1,0,"",""
9/13/2017,CANCELLED,S Jackson St (800-900 block) under&along I-5,9/14/2017,9/19/2017,"",3,1,2,0,,,,,"",""
9/13/2017,Litter Pick,Emphasis Zone- Harborview,n/a,n/a,n/a,0,0,1,0,0,0,0,0,"",""
9/14/2017,CANCELLED,Under Mountain to Sound Trail (Atlantic St),n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
9/14/2017,72-Hour Clean,Dearborn (7th-9th),9/14/2017,9/18/2017,9/18/2017,7,0,1,0,7,0,1,0,"",""
9/14/2017,72-Hour Clean,NB I-5 at 45th Exit,9/14/2017,9/19/2017,9/19/2017,25,8,7,0,7,2,2,0,"",""
9/15/2017,72-Hour Clean,Ravenna Park,9/21/2017,9/26/2017,9/27/2017,8,7,3,0,2,3,0,0,"",""
9/20/2017,Obstruction,Woodland Park,9/20/2017,9/21/2017,9/21/2017,3,0,2,0,4,0,2,0,"",""
9/20/2017,72-Hour Clean,Beer Sheva Park,3/29/2018,4/5/2018,4/5/2018,0,0,1,0,0,0,1,0,"",""
9/20/2017,72-Hour Clean,Canal St,9/21/2017,9/26/2017,9/26/2017,2,1,0,0,0,1,0,0,"",""
9/20/2017,72-Hour Clean,Alaskan Way & Columbia,9/21/2017,9/25/2017,9/25/2017,27,7,0,0,23,5,3,0,"",""
9/20/2017,72-Hour Clean,Mercer Corridor,9/22/2017,9/28/2017,9/28/2017,16,3,1,0,12,1,0,0,"",""
9/20/2017,Hazard,Mercer St I-5 NB on-ramp,n/a,9/21/2017,9/21/2017,2,0,0,0,2,0,0,0,"",""
9/20/2017,72-Hour Clean,40th & Pasadena,9/21/2017,9/27/2017,9/27/2017,8,0,1,0,3,0,0,0,"",""
9/20/2017,72-Hour Clean,4th Ave Emphasis Zone,10/12/2017,10/16/2017,10/16/2017,4,0,0,0,4,0,3,0,"",""
9/25/2017,72-Hour Clean,50 Lenora (Belltown Emphasis Zone),10/5/2017,9/25/2017,9/25/2017,8,2,2,0,11,0,3,0,"",""
9/25/2017,72-Hour Clean,Western & Bell (Belltown Emphasis Zone)- Combined with 50 Lenora in Emphasis Zone,10/5/2017,9/25/2017,9/25/2017,11,0,1,0,0,0,0,0,"",""
9/26/2017,Inspection,Kiwanis Memorial Park,"",9/26/2017,9/26/2017,0,0,1,0,,,,,"",""
9/27/2017,72-Hour Clean,7th Ave S between Andover St & Charlestown St,5/17/2018,5/21/2018,5/21/2018,1,0,0,0,0,0,0,0,"",""
9/28/2017,72-Hour Clean,Kinnear Place Park,10/2/2017,10/5/2017,10/5/2017,2,4,0,0,1,0,1,0,"",""
9/28/2017,72-Hour Clean,8th Ave S & S Weller St,10/19/2017,10/23/2017,10/23/2017,5,3,2,0,8,1,1,0,"",""
10/2/2017,Litter Pick,Emerson St,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
10/2/2017,Inspection,10700 Blk of Midvale Ave,"","","",3,1,0,2,,,,,"",""
10/2/2017,Litter Pick,Stone Ave (Puetz Golf),n/a,n/a,n/a,3,1,1,0,0,0,0,0,"",""
10/3/2017,72-Hour Clean,Queen Anne GB East,10/5/2017,10/11/2017,10/12/2017,25,0,0,0,20,0,0,0,"",""
10/3/2017,72-Hour Clean,Queen Anne GB West,10/6/2017,10/11/2017,10/12/2017,12,3,0,0,7,1,0,0,"",""
10/3/2017,72-Hour Clean,Dearborn Corridor,10/12/2017,10/17/2017,10/17/2017,13,0,1,0,7,0,0,0,"",""
10/4/2017,72-Hour Clean,1900 Alaskan Way,10/5/2017,10/9/2017,10/10/2017,6,0,0,0,4,0,1,0,"",""
10/4/2017,72-Hour Clean,Pike & Pine Express Lane Ramp,10/10/2017,10/14/2017,10/14/2017,2,0,0,0,2,0,1,0,"",""
10/11/2017,72-Hour Clean,Cheasty Greenbelt,10/20/2017,"","",2,0,2,0,,,,,"",""
10/12/2017,Hazard,Colorado Ave S & S Hinds St,n/a,10/13/2017,10/13/2017,3,2,0,4,,,,,"",""
10/13/2017,Clean - No Campers,Miller Playfield,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
10/13/2017,72-Hour Clean,Columbia & Marion,10/13/2017,10/19/2017,10/19/2017,9,0,5,0,7,1,2,0,"",""
10/13/2017,Clean - No Campers,Genesee Playfield,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
10/13/2017,Clean - No Campers,Rainier Playfield,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
10/15/2017,Inspection,Jose Rizal,"","","",0,0,0,0,0,0,0,0,"",""
10/16/2017,72-Hour Clean,Mineral Springs Park,10/20/2017,10/24/2017,10/24/2017,9,2,2,0,3,3,0,0,"",""
10/16/2017,Inspection,Greenlake Park,"","","",5,0,0,0,,,,,"",""
10/17/2017,72-Hour Clean,S Washington St to Madison St & Alaskan Way to Post Ave,10/20/2017,10/24/2017,10/24/2017,11,1,1,0,14,0,0,0,"",""
10/17/2017,72-Hour Clean,Water Way #18,10/20/2017,10/25/2017,10/25/2017,3,3,0,0,3,2,0,0,"",""
10/17/2017,72-Hour Clean,Bellevue Place Park,10/20/2017,10/26/2017,10/26/2017,2,1,2,0,1,1,0,0,"",""
10/17/2017,Clean - No Campers,Eastlake St End Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
10/17/2017,Clean - No Campers,Terry Pettus Park,n/a,n/a,n/a,0,0,0,2,0,0,0,0,"",""
10/18/2017,Litter Pick,Myers Way,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
10/19/2017,Litter Pick,3901 7th Ave S,"",4/2/2018,4/2/2018,4,0,0,1,,,,,"",""
10/24/2017,72-Hour Clean,Columbia to James / 6th,10/27/2017,11/2/2017,11/2/2017,24,6,5,1,8,1,0,0,"",""
10/25/2017,Inspection,The Edge,"","","",3,0,8,0,,,,,"",""
10/25/2017,Clean - No Campers,Adam's Elementary School,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
10/25/2017,Clean - No Campers,Peppi's Playground,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
10/25/2017,Litter Pick,10th Ave E & Hwy 520,n/a,n/a,n/a,0,1,0,0,0,0,0,0,47.605078,-122.329974
10/25/2017,Clean - No Campers,Rainier Ave S & S Weller St,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
10/25/2017,Inspection,5th -6th / Yesler,"","","",1,0,1,0,,,,,"",""
10/25/2017,72-Hour Clean,E Shelby St & Franklin Ave E,11/9/2017,11/14/2017,11/14/2017,4,1,3,0,2,1,1,0,47.646838,-122.323017
10/27/2017,72-Hour Clean,NB I-5 NE 50th-NE 65th including ramps & NE Ravenna Blvd under I-5,10/26/2017,10/31/2017,11/1/2017,3,5,3,0,5,2,0,0,"",""
10/30/2017,Inspection,1st Ave N & Mercer St.,"","","",0,1,0,0,,,,,"",""
10/30/2017,Clean - No Campers,Arboretum,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
10/30/2017,Clean - No Campers,Dr. Blanche Lavizzo Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
10/30/2017,Clean - No Campers,Madrona Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
10/30/2017,Inspection,Alaska Way Madison to Seneca St,"","","",1,0,0,0,,,,,"",""
10/30/2017,Inspection,Rodgers Park,"","","",3,0,2,0,,,,,"",""
10/30/2017,Clean - No Campers,Lakeview Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.6223002,-122.2857149
10/30/2017,Litter Pick,534 Queen Ann Ave N,"",7/26/2018,7/26/2018,0,1,0,0,,,,,"",""
10/30/2017,Clean - No Campers,Bhy Kracke Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
10/30/2017,Clean - No Campers,Lawton Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
10/30/2017,Clean - No Campers,Trolley Hill Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
10/30/2017,Clean - No Campers,Westlake Greenbelt,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
10/31/2017,Clean - No Campers,Albert Davis Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
10/31/2017,Clean - No Campers,Evanston P-Patch,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
10/31/2017,Clean - No Campers,Hubbard Homestead Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
10/31/2017,Clean - No Campers,NE 130th Ave & 5th Ave NE,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
10/31/2017,Inspection,Franklin Ave E & E Allison St,"","","",2,0,3,1,,,,,"",""
10/31/2017,Inspection,Under Boren Avenue between Pike & Pine,"","","",0,0,0,0,,,,,"",""
10/31/2017,72-Hour Clean,Christie Park,12/1/2017,12/6/2017,12/6/2017,16,1,0,0,3,0,0,0,47.6593534,-122.3189344
10/31/2017,Inspection,Cowen Park,"","","",1,1,2,0,,,,,"",""
10/31/2017,72-Hour Clean,Ravenna Woods,11/29/2017,12/5/2017,12/6/2017,2,3,0,0,1,5,0,0,47.6627161,-122.3029471
11/1/2017,72-Hour Clean,I-90 Sound Barrier Wall,11/9/2017,11/15/2017,11/16/2017,14,6,0,0,15,3,0,0,47.590874,-122.304332
11/1/2017,72-Hour Clean,Colorado Ave S & S Horton St,11/1/2017,11/7/2017,11/7/2017,0,0,0,6,4,1,0,0,"",""
11/1/2017,72-Hour Clean,7th - 9th & Jackson,11/9/2017,11/13/2017,11/13/2017,3,1,2,0,5,0,30,0,47.599208,-122.321805
11/1/2017,72-Hour Clean,Rainier Ave Metro Stairs,11/3/2017,11/1/2017,11/1/2017,12,7,3,0,7,5,1,0,47.59015,-122.313
11/2/2017,72-Hour Clean,Eastlake Ave E & Mercer St to Harrison St,11/3/2017,11/7/2017,11/7/2017,1,0,0,0,2,0,0,0,"",""
11/6/2017,72-Hour Clean,Ballard Commons Park,12/7/2017,12/11/2017,12/11/2017,3,3,1,1,3,1,0,0,47.6704585,-122.3854907
11/7/2017,Clean - No Campers,Wallingford Playfield,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
11/7/2017,Litter Pick,Homewood Natural Area,"",3/21/2018,3/21/2018,,,,,,,,,"",""
11/7/2017,Clean - No Campers,Matthews Beach Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
11/7/2017,Clean - No Campers,Wattertown Hotel (Alley Behind),n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
11/13/2017,72-Hour Clean,3412 Airport Way S,12/7/2017,12/13/2017,12/18/2017,0,1,0,2,0,1,0,4,47.573133,-122.321739
11/13/2017,72-Hour Clean,Overpass Island on Rainier Ave S & MLK Way S,11/14/2017,11/20/2017,11/20/2017,0,1,0,0,0,1,0,0,47.575828,-122.296504
11/13/2017,Clean - No Campers,4455 Shilshole Ave NW,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.661264,-122.374869
11/13/2017,Litter Pick,NW 45th St to NW 46th St & 14th Ave NW,n/a,n/a,n/a,1,1,0,0,0,0,0,0,47.661589,-122.373838
11/14/2017,72-Hour Clean,Airport Way S & S Forest St,11/14/2017,11/20/2017,11/20/2017,2,0,0,0,1,0,0,0,"",""
11/14/2017,72-Hour Clean,Alaska to Western & Marion to Yesler,11/14/2017,11/21/2017,11/21/2017,12,0,0,0,12,0,0,0,"",""
11/20/2017,72-Hour Clean,Mercer Corridor,11/27/2017,11/30/2017,12/1/2017,38,1,7,0,20,0,8,0,47.6259803,-122.3308446
11/20/2017,Inspection,Sound Wall NE 90th & 1st Ave NE,"","","",0,0,0,0,,,,,"",""
11/20/2017,Clean - No Campers,Longfellow Creek Green Space,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.5668315,-122.3680937
11/21/2017,Litter Pick,Harborview Emphasis Zone,11/27/2017,n/a,n/a,2,0,3,0,0,0,0,0,"",""
11/22/2017,72-Hour Clean,Kinnear Park,11/29/2017,12/4/2017,12/4/2017,21,1,0,0,13,0,0,0,47.62696282,""
11/27/2017,72-Hour Clean,1845 E Marginal Way S,12/7/2017,12/13/2017,12/14/2017,15,1,0,1,10,1,1,1,47.5874689,-122.3393461
11/27/2017,72-Hour Clean,9th Ave S From S Bradford St to S Dakota St,2/22/2018,2/27/2018,2/28/2018,25,4,0,0,15,1,0,0,47.5672089,-122.3213378
11/28/2017,72-Hour Clean,6th to 7th/James & Cherry,11/30/2017,12/7/2017,12/7/2017,21,1,6,0,19,1,12,0,47.6034623,-122.3274303
11/28/2017,72-Hour Clean,Ballard Bridge,1/10/2018,1/16/2018,1/16/2018,5,0,3,0,4,0,2,0,47.66139876,-122.3762369
11/28/2017,72-Hour Clean,James St I-5 SB Exit,11/30/2017,12/7/2017,12/7/2017,16,0,0,0,6,0,0,0,"",""
11/28/2017,72-Hour Clean,Jose Rizal Park,9/25/2019,10/1/2019,10/4/2019,40,24,0,0,32,13,0,0,47.59302513,-122.3185158
11/28/2017,Inspection,2400 block of NW Market St,"","","",0,1,0,0,,,,,47.605078,-122.329974
12/7/2017,72-Hour Clean,4th Ave S @ Royal Brougham Emphasis Zone,12/7/2017,12/12/2017,12/12/2017,7,1,2,0,6,1,0,0,"",""
12/12/2017,72-Hour Clean,13th Ave S & S Lane Street (Stairway),1/19/2018,1/25/2018,1/29/2018,6,2,0,0,2,4,0,0,47.5966105,-122.3161519
12/12/2017,Support,Under Fremont Bridge Northend,12/12/2017,12/12/2017,12/12/2017,0,1,0,0,0,1,0,0,47.648266,-122.349632
12/14/2017,72-Hour Clean,4451 14th Ave NW,12/14/2017,12/20/2017,12/20/2017,0,1,0,0,0,1,0,0,47.6614666,-122.3737739
12/18/2017,Clean - No Campers,1326 N Northlake Way,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.6477826,-122.3417209
12/18/2017,Clean - No Campers,401 Aurora Ave N & Harrison St,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.6220567,-122.3437636
12/18/2017,Clean - No Campers,A.B. Ernst Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.6501804,-122.3487639
12/18/2017,72-Hour Clean,Rotary Viewpoint,1/26/2018,2/1/2018,2/1/2018,5,0,0,0,1,1,0,0,"",""
12/18/2017,Hazard,Western Ave & Battery St  (99 off Ramp),12/18/2017,12/19/2017,12/19/2017,2,1,0,0,2,0,0,0,47.61370015,-122.3482568
12/18/2017,Inspection,8th Ave S & S Massachusetts st,"","","",2,0,0,6,,,,,47.58798254,-122.3234504
12/18/2017,Clean - No Campers,Belvedere Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.58060943,-122.3771036
12/18/2017,Clean - No Campers,Lincoln Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.531497,-122.392876
12/18/2017,Clean - No Campers,Roxhill Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.5174169,-122.3692089
