First_Inspection_Date,Type,Location,Posting_Date,Removal_Start,Removal_End,Tents,Structures,Bedrolls,Vehicles,72_Tents,72_ Structures,72_Bedrolls,72_Vehicles,Latitude,Longitude
1/17/2020,Litter Pick,4th Ave and Yesler Way,,1/17/2020,1/17/2020,0,0,0,0,"","","","",,
1/17/2020,Obstruction,Dr MLK memorial park,,1/17/2020,1/17/2020,1,0,0,0,"","","","",,
1/18/2020,Emphasis Zone,S King St from 8th Ave S to 9th Ave S,,1/18/2020,1/18/2020,0,1,1,0,0,0,0,0,,
1/18/2020,Litter Pick,1st Ave S and Main St,,1/18/2020,1/18/2020,0,0,0,0,"","","","",,
1/18/2020,Litter Pick *No Inspection,Harborview Emphasis Zone,,1/18/2020,1/18/2020,0,0,0,0,"","","","",,
1/19/2020,Litter Pick,1st and 3rd Ave to Main St.,,1/19/2020,1/19/2020,"","","","","","","","",,
1/19/2020,Litter Pick,Pioneer Square Park 100 Yesler Way 98104,,1/19/2020,1/19/2020,"","","","","","","","",,
1/19/2020,Litter Pick *No Inspection,Harborview Emphasis Zone,,1/19/2020,1/19/2020,"","","","","","","","",,
1/19/2020,Litter Pick *No Inspection,S Dearborn St and 10th Ave S I-5 NB off ramp,,1/19/2020,1/19/2020,"","","","","","","","",,
1/19/2020,Obstruction,6th and 7 Ave from Columbia To Jefferson,,1/19/2020,1/19/2020,"","","","","","","","",,
1/19/2020,Obstruction,MLK Mem Park 2200 MLk Way S. 98144,,1/19/2020,1/19/2020,"","","","","","","","",,
1/19/2020,Obstruction,4th and Yesler,,1/19/2020,1/19/2020,"","","","","","","","",,
1/2/2020,Obstruction,4th and Yesler,,1/20/2020,1/2/2020,1,0,4,0,"","","","",,
1/20/2020,Litter Pick,Airport Way S and S Snoqualmie St,,1/20/2020,1/20/2020,"","","","","","","","",,
1/20/2020,Litter Pick,Alaskan Way S and S Atlantic St,,1/20/2020,1/20/2020,"","","","","","","","",,
1/20/2020,Litter Pick,I-5 NB and Dearborn St off-ramp,,1/20/2020,1/20/2020,"","","","","","","","",,
1/21/2020,Obstruction,Discovery Park 3801 Discovery Park Blvd 98199,,1/21/2020,1/21/2020,"","","","","","","","",,
1/21/2020,Obstruction,Woodland Park 1000 N 50th St. 98103,,1/21/2020,1/21/2020,"","","","","","","","",,
12/30/2019,72-Hr Encampment Removal,I-5 SB behind North Seattle College,,1/22/2020,1/22/2020,5,1,0,0,5,0,0,0,,
1/22/2020,Obstruction,6th Ave to 7th Ave from Columbia St to Jefferson St,,1/22/2020,1/22/2020,"","","","","","","","",,
1/22/2020,Obstruction,25th Ave S and Rainier Ave S,,1/22/2020,1/22/2020,"","","","","","","","",,
1/22/2020,Obstruction,4th Ave and Yesler Way,,1/22/2020,1/22/2020,"","","","","","","","",,
12/30/2019,72-Hr Encampment Removal,I-5 SB and N 92nd St,,1/23/2020,1/23/2020,5,0,0,0,5,0,0,0,,
1/23/2020,Litter Pick,NW 53rd St and 14th Ave NW,,1/23/2020,1/23/2020,0,0,0,0,"","","","",,
1/23/2020,Litter Pick,NW 58th St and 20th Ave NW,,1/23/2020,1/23/2020,0,0,0,0,"","","","",,
1/23/2020,Obstruction,3rd Ave S from Walker St to Royal Brougham Way S,,1/23/2020,1/23/2020,"","","","","","","","",,
1/23/2020,Obstruction,4th Ave and Yesler Way,,1/23/2020,1/23/2020,"","","","","","","","",,
1/23/2020,Obstruction,N 107th and Midvale Ave N,,1/23/2020,1/23/2020,2,0,0,0,"","","","",,
