FID,Shape *,OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,Cleanup,Site_Name,Property_O,Precinct,Type,Complaint,Inspect,Post,Outreach,Cleanup_1,Latitude,Longitude,OBJECTID_2,AREA,PERIMETER,HOODS_,HOODS_ID,S_HOOD,L_HOOD,L_HOODID,SYMBOL,SYMBOL2
1481,Point,1482,1,1481,1482,277-04,4th Ave South Under Yesler Way,SDOT,West,Camping,9/16/2014,9/16/2014,9/16/2014,9/18/2014,9/23/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1562,Point,1563,1,1562,1563,30-16,1900 Alaskan Way,SDOT,West,Encampment,5/4/2016,1/4/2017,1/6/2017,1/6/2017,1/11/2017,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2109,Point,2110,1,2109,2110,455-04,Alaskan Way Viaduct & Marion St,SDOT,West,Camping,11/5/2014,12/9/2014,<Null>,12/4/2014,12/9/2014,47.603095,-122.337784,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2207,Point,2208,1,2207,2208,48-08,S Holgate St and Airport Way S,SDOT,South,Camping,4/16/2010,4/20/2010,4/20/2010,4/21/2010,4/26/2010,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2420,Point,2421,1,2420,2421,562-01,Admiral Way Bridge btwn 39th SW and Walnut Ave SW,SDOT,Southwest,Camping,5/8/2013,5/9/2013,<Null>,5/10/2013,5/15/2013,47.606209,-122.332071,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2764,Point,2765,1,2764,2765,696-02,14 W Roy St,SDOT,West,Camping,11/6/2014,11/25/2014,<Null>,12/4/2014,12/9/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2771,Point,2772,1,2771,2772,699-01,2015 3rd Ave St Back Alley,Private - DPD,West,Camping,4/11/2014,4/17/2014,<Null>,4/25/2014,4/30/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3037,Point,3038,1,3037,3038,813-05,James St between 6th Ave and 7th Ave,SDOT,West,Camping,5/6/2015,5/7/2015,5/7/2015,5/7/2015,5/12/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3193,Point,3194,1,3193,3194,885-03,Ravenna Park Ravine-Nursery Area,Parks,North,Encampment,11/21/2016,11/28/2016,12/8/2016,12/8/2016,12/13/2016,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3205,Point,3206,1,3205,3206,89-03,Alaskan Way Viaduct & Yesler,SDOT,West,Camping,12/2/2013,12/5/2013,12/5/2013,12/11/2013,12/16/2013,47.603704,-122.337849,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3297,Point,3298,1,3297,3298,932-01,Under I-5 @ S Jackson St,WSDOT,East,Camping,3/5/2015,12/2/2015,12/2/2015,12/11/2015,12/16/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3344,Point,3345,1,3344,3345,964-01,2021 22nd Ave S,SDOT,South,Camping,4/10/2015,4/10/2015,4/14/2015,4/16/2015,4/21/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3348,Point,3349,1,3348,3349,968-01,E Marginal Way SW and SW Spokane St Parking Lot,SDOT - Parking Enforcement,South,Encampment,4/17/2015,9/1/2016,10/26/2016,10/26/2016,10/31/2016,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2463,Point,2464,1,2463,2464,58-02,27th Ave S & S Walden St,FAS,South,Camping,1/27/2009,<Null>,<Null>,1/28/2009,2/2/2009,47.571401,-122.297959,88,37406576,35177.063,90,179,Columbia City,RAINIER VALLEY,15,4,94
941,Point,942,1,941,942,2251-02,8th Ave (Under Bridge),SDOT,East,Encampment,5/9/2016,7/5/2016,7/14/2016,7/14/2016,7/19/2016,47.609773,-122.330036,63,9517568,13225.233,65,160,First Hill,DOWNTOWN,13,11,33
1926,Point,1927,1,1926,1927,404-03,7th Ave & Cherry St,SDOT,West,Camping,4/11/2013,4/12/2013,4/23/2013,4/25/2013,4/30/2013,47.605517,-122.327963,63,9517568,13225.233,65,160,First Hill,DOWNTOWN,13,11,33
2065,Point,2066,1,2065,2066,442-02,Freeway Park,Parks,West,Camping,7/22/2013,<Null>,<Null>,7/31/2013,8/5/2013,47.609324,-122.330807,63,9517568,13225.233,65,160,First Hill,DOWNTOWN,13,11,33
2403,Point,2404,1,2403,2404,553-04,7th Ave & Columbia Street,SDOT,West,Camping,12/5/2013,<Null>,12/17/2013,12/18/2013,12/23/2013,47.605841,-122.327812,63,9517568,13225.233,65,160,First Hill,DOWNTOWN,13,11,33
2843,Point,2844,1,2843,2844,73-06,Troll Ave N,SDOT,North,Camping,1/31/2013,2/5/2013,2/5/2013,2/6/2013,2/11/2013,47.650964,-122.347374,33,26503756,25999.285,35,137,Fremont,NO BROADER TERM,6,9,94
2671,Point,2672,1,2671,2672,659-03,Under S Albro Pl ramp - west side of Airport Way S,SDOT,South,Camping,2/17/2015,3/4/2015,3/11/2015,3/12/2015,3/17/2015,47.547314,-122.314238,68,51305072,45963.664,70,177,Georgetown,NO BROADER TERM,18,12,81
2490,Point,2491,1,2490,2491,59-03,SW Spokane swing bridge,SDOT,Southwest,Camping,3/23/2012,3/26/2012,3/28/2012,3/28/2012,4/2/2012,47.571482,-122.346402,70,17832300,24381.297,72,197,Harbor Island,NO BROADER TERM,18,12,81
284,Point,285,1,284,285,111-12,E Marginal Way S & S Spokane St (parking lot under S Spokane St),SDOT,South,Encampment,12/22/2015,4/28/2016,4/28/2016,4/28/2016,5/3/2016,47.571604,-122.340354,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
950,Point,951,1,950,951,2257-01,E Marginal Way S & S Spokane St (Sidewalk),SDOT,South,Encampment,3/26/2016,10/26/2016,10/26/2016,10/26/2016,10/31/2016,47.57134,-122.339753,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1000,Point,1001,1,1000,1001,2286-01,Colorado Ave S & S Atlantic St,SDOT,South,Camping,4/14/2016,5/2/2016,5/2/2016,5/4/2016,5/9/2016,47.590396,-122.336597,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1079,Point,1080,1,1079,1080,234-10,4th Ave S and Edgar Martinez Drive So.,SDOT,West,Camping,5/4/2015,5/4/2015,5/4/2015,5/6/2015,5/11/2015,47.590499,-122.328154,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1471,Point,1472,1,1471,1472,275-05,E Marginal Wy S & Duwamish Ave S,SDOT,South,Camping,10/15/2014,10/27/2014,<Null>,10/22/2014,10/27/2014,47.568752,-122.33948,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1705,Point,1706,1,1705,1706,348-07,6th Ave So Between Holgate and Massachusetts,SDOT - Parking Enforcement,South,Encampment,7/22/2016,8/4/2016,8/4/2016,8/4/2016,8/9/2016,47.586157,-122.325968,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2135,Point,2136,1,2135,2136,463-08,1700 block 6th Ave S,SDOT,West,Camping,10/8/2013,10/15/2013,10/15/2013,10/17/2013,10/22/2013,47.586925,-122.325701,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2614,Point,2615,1,2614,2615,64-03,3rd Ave S ( S Stacy & S Walker St),SDOT - Parking Enforcement,West,Camping,4/10/2012,4/12/2012,4/17/2012,4/18/2012,4/23/2012,47.581877,-122.330002,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
764,Point,765,1,764,765,2150-04,8th Ave S & S Jackson St (sidewalks),SDOT,West,Encampment,6/17/2016,7/5/2016,7/14/2016,7/14/2016,7/19/2016,47.599084,-122.32147,61,6169376,11772.387,63,164,International District,DOWNTOWN,13,11,94
1881,Point,1882,1,1881,1882,389-05,"6th Ave & Yesler Way, East Side",SDOT,West,Encampment,2/19/2015,3/3/2015,3/3/2015,3/4/2015,3/9/2015,47.601708,-122.326367,61,6169376,11772.387,63,164,International District,DOWNTOWN,13,11,94
2144,Point,2145,1,2144,2145,465-01,800 S Weller,WSDOT,West,Camping,6/21/2012,<Null>,<Null>,7/5/2012,7/10/2012,47.597453,-122.321906,61,6169376,11772.387,63,164,International District,DOWNTOWN,13,11,94
2742,Point,2743,1,2742,2743,687-02,S King St Under I-5,SDOT,East,Camping,4/29/2015,5/7/2015,5/7/2015,5/7/2015,5/12/2015,47.598922,-122.321724,61,6169376,11772.387,63,164,International District,DOWNTOWN,13,11,94
2097,Point,2098,1,2097,2098,453-02,Cheasty Blvd S  greenbelt (behind 2545 Rainier Ave S),Parks,South,Camping,6/27/2012,7/12/2012,7/12/2012,8/9/2012,8/14/2012,47.579652,-122.301607,79,48475916,33865.488,81,166,North Beacon Hill,BEACON HILL,17,5,9
3219,Point,3220,1,3219,3220,897-02,840 Poplar Pl S (Alley),SDOT,South,Encampment,10/28/2016,11/8/2016,11/9/2016,11/9/2016,11/14/2016,47.595433,-122.312524,79,48475916,33865.488,81,166,North Beacon Hill,BEACON HILL,17,5,9
901,Point,902,1,901,902,223-09,SW Spokane St & Avalon Wy SW,SDOT,West,Camping,1/7/2014,1/21/2014,1/21/2014,1/22/2014,1/27/2014,47.571358,-122.370572,90,29454656,23549.932,92,174,North Delridge,DELRIDGE,20,10,23
2656,Point,2657,1,2656,2657,652-01,Under Delridge Way on ramp,SDOT,Southwest,Camping,1/7/2014,1/21/2014,<Null>,1/16/2014,1/21/2014,47.570408,-122.360766,90,29454656,23549.932,92,174,North Delridge,DELRIDGE,20,10,23
1812,Point,1813,1,1812,1813,374-12,Woodland Park,Parks,North,Encampment,11/1/2016,12/1/2016,11/23/2016,11/23/2016,11/28/2016,47.667988,-122.347012,31,32123118,27120.785,33,126,Phinney Ridge,NO BROADER TERM,6,9,95
360,Point,361,1,360,361,121-09,Alaskan Way Viaduct & Pike St,SDOT,West,Camping,11/26/2013,12/5/2013,12/5/2013,12/11/2013,12/16/2013,47.60789,-122.34278,59,2343359.25,7326.582,61,201,Pike-Market,DOWNTOWN,13,11,0
363,Point,364,1,363,364,121-11,Alaskan Way Viaduct & Pike St,SDOT,West,Camping,1/30/2014,3/10/2014,3/10/2014,3/14/2014,3/19/2014,47.60789,-122.34278,59,2343359.25,7326.582,61,201,Pike-Market,DOWNTOWN,13,11,0
2040,Point,2041,1,2040,2041,438-01,Pine Street Stairway under AWV,SDOT,West,Camping,3/14/2012,3/16/2012,3/20/2012,3/21/2012,3/26/2012,47.609082,-122.34316,59,2343359.25,7326.582,61,201,Pike-Market,DOWNTOWN,13,11,0
2251,Point,2252,1,2251,2252,500-01,Jackson Golf,Parks,North,Camping,10/12/2012,10/12/2012,10/12/2012,10/19/2012,10/24/2012,47.733754,-122.315188,113,29438850,26171.271,115,103,Pinehurst,NORTHGATE,2,10,81
51,Point,52,1,51,52,12-Jul,Alaska Viaduct & 1st Ave S,SDOT,West,Camping,4/22/2010,4/26/2010,<Null>,4/29/2010,5/4/2010,47.59725,-122.335103,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
550,Point,551,1,550,551,16-02,Carpool Lot - 6th & Cherry,SDOT,West,Encampment,3/31/2008,3/31/2008,4/19/2008,4/18/2008,4/23/2008,47.604874,-122.328736,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
971,Point,972,1,971,972,227-04,4th Ave under Yesler overpass,SDOT,West,Camping,12/2/2013,12/5/2013,12/5/2013,12/11/2013,12/16/2013,47.600895,-122.328969,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
976,Point,977,1,976,977,227-09,4th Ave under Yesler overpass,SDOT,West,Encampment,5/6/2016,5/1/2016,5/4/2016,5/4/2016,5/9/2016,47.600895,-122.328969,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
1203,Point,1204,1,1203,1204,243-01,Alaskan Way S & S Washington St,SDOT,West,Camping,5/5/2010,5/10/2010,5/14/2010,5/13/2010,5/18/2010,47.600863,-122.335714,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
1539,Point,1540,1,1539,1540,298-05,I-5 SB James St off ramp,WSDOT,West,Encampment,5/6/2016,8/11/2016,8/11/2016,8/12/2016,8/17/2016,47.603463,-122.327428,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
1540,Point,1541,1,1540,1541,298-06,I-5 SB James St off ramp,WSDOT,West,Encampment,12/6/2016,12/6/2016,12/14/2016,12/14/2016,12/19/2016,47.603463,-122.327428,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
1734,Point,1735,1,1734,1735,354-07,Harvard Ave E & E Allison St,SDOT,East,Encampment,3/12/2014,3/12/2014,3/20/2014,3/19/2014,3/24/2014,47.648718,-122.322102,97,4421635.5,10013.274,99,143,Portage Bay,CAPITOL HILL,11,3,23
669,Point,670,1,669,670,199-07,Ravenna Park,Parks,North,Encampment,7/19/2016,9/1/2016,12/8/2016,12/8/2016,12/13/2016,47.672277,-122.311202,36,37020968,30993.6,38,125,Ravenna,NO BROADER TERM,4,5,81
194,Point,195,1,194,195,1075-01,Under I-5 at Eastlake Ave E & Harrison St,WSDOT,West,Encampment,9/1/2015,12/16/2015,12/16/2015,12/16/2015,12/21/2015,47.622012,-122.329017,49,16107105,29323.547,51,200,South Lake Union,CASCADE,12,10,95
589,Point,590,1,589,590,172-04,Aurora Ave N & Mercer Greenbelt,SDOT,West,Camping,5/7/2010,5/18/2010,<Null>,5/13/2010,5/18/2010,47.624526,-122.343602,49,16107105,29323.547,51,200,South Lake Union,CASCADE,12,10,95
1849,Point,1850,1,1849,1850,382-02,Broad Street Under Aurora Ave,SDOT, ,Camping,1/12/2012,1/30/2012,1/30/2012,2/2/2012,2/7/2012,47.623571,-122.34389,49,16107105,29323.547,51,200,South Lake Union,CASCADE,12,10,95
1853,Point,1854,1,1853,1854,382-06,Broad Street Under Aurora Ave,SDOT, ,Camping,4/15/2014,4/18/2014,4/22/2014,4/25/2014,4/30/2014,47.623571,-122.34389,49,16107105,29323.547,51,200,South Lake Union,CASCADE,12,10,95
779,Point,780,1,779,780,2161-01,I-5 NE 47th St NB On-Ramp (grassy area),WSDOT,North,Encampment,12/16/2015,12/30/2015,12/30/2015,1/2/2016,1/7/2016,47.663335,-122.321241,42,49348388,41446.941,44,139,University District,UNIVERSITY DISTRICT,5,12,33
1311,Point,1312,1,1311,1312,2500-01,Ravenna Park south entrance,Parks,North,Encampment,10/28/2016,11/28/2016,12/8/2016,12/8/2016,12/13/2016,47.667964,-122.303716,42,49348388,41446.941,44,139,University District,UNIVERSITY DISTRICT,5,12,33
2584,Point,2585,1,2584,2585,63-07,5th Ave NE & NE 50th St,SDOT,North,Camping,8/13/2015,9/21/2015,9/21/2015,9/23/2015,9/28/2015,47.664978,-122.322841,32,42068344,33040.246,34,133,Wallingford,NO BROADER TERM,6,9,19
2177,Point,2178,1,2177,2178,475-09,15th Ave W & W Garfield St,SDOT,West,Encampment,4/18/2014,4/18/2014,4/22/2014,4/25/2014,4/30/2014,47.633531,-122.376176,44,17974986,20631.705,46,148,West Queen Anne,QUEEN ANNE,10,7,94
2182,Point,2183,1,2182,2183,475-14,15th Ave W & W Garfield St,SDOT,West,Camping,2/10/2015,2/10/2015,2/10/2015,2/12/2015,2/17/2015,47.633531,-122.376176,44,17974986,20631.705,46,148,West Queen Anne,QUEEN ANNE,10,7,94
1267,Point,1268,1,1267,1268,2463-03,1415 NW 49th St (Planting Strip),SDOT,North,Camping,1/4/2017,1/5/2017,1/5/2017,1/5/2017,1/10/2017,47.664163,-122.374388,30,22199366,21789.65,32,130,West Woodland,BALLARD,7,11,9
1958,Point,1959,1,1958,1959,411-03,15th Ave NW and Leary Way NW - under Ballard Bridge,SDOT,North,Camping,7/12/2013,<Null>,7/18/2013,7/17/2013,7/23/2013,47.663665,-122.376409,28,22431280,27347.494,30,129,Adams,BALLARD,7,11,33
1965,Point,1966,1,1965,1966,411-10,15th Ave NW and Leary Way NW - under Ballard Bridge,SDOT,North,Encampment,5/18/2016,5/4/2016,5/11/2016,5/11/2016,5/17/2016,47.663665,-122.376409,28,22431280,27347.494,30,129,Adams,BALLARD,7,11,33
2285,Point,2286,1,2285,2286,510-05,Ballard Bridge north end,SDOT,North,Camping,1/13/2014,1/17/2014,1/28/2014,1/31/2014,2/6/2014,47.661399,-122.376237,28,22431280,27347.494,30,129,Adams,BALLARD,7,11,33
1653,Point,1654,1,1653,1654,335-05,Under I-5 @ on So King St.,WSDOT,West,Encampment,3/4/2016,5/11/2016,5/11/2016,5/18/2016,5/24/2016,47.597974,-122.309589,58,20664986,25426.23,60,165,Atlantic,CENTRAL AREA,14,8,24
2330,Point,2331,1,2330,2331,520-04,2nd Ave & Denny Way,SDOT,West,Camping,12/1/2015,12/8/2015,<Null>,12/22/2015,12/28/2015,47.618576,-122.353405,60,14974037,21967.6,62,156,Belltown,DOWNTOWN,13,11,81
2646,Point,2647,1,2646,2647,647-03,Western & Bell under Viaduct,SDOT,West,Encampment,5/10/2016,11/1/2016,11/23/2016,11/22/2016,11/28/2016,47.612705,-122.347437,60,14974037,21967.6,62,156,Belltown,DOWNTOWN,13,11,81
3258,Point,3259,1,3258,3259,908-05,Western Ave at NB 99 onramp,SDOT,East,Encampment,12/10/2015,12/15/2015,12/15/2015,12/15/2015,12/21/2015,47.612922,-122.347435,60,14974037,21967.6,62,156,Belltown,DOWNTOWN,13,11,81
77,Point,78,1,77,78,1007-01,Plymouth Pillars Park,Parks,West,Encampment,6/19/2015,6/22/2015,6/26/2015,6/26/2015,7/2/2015,47.613597,-122.329436,100,30239240,26851.947,102,151,Broadway,CAPITOL HILL,11,3,0
170,Point,171,1,170,171,106-02,66 Bell St,SDOT,West,Camping,7/31/2013,8/23/2013,8/23/2013,8/23/2013,8/29/2013,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
499,Point,500,1,499,500,150-04,I-5 Ramp and Union St,WSDOT,West,Camping,4/3/2015,12/22/2015,12/22/2015,12/22/2015,12/28/2015,47.610301,-122.332463,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
564,Point,565,1,564,565,162-01,Beacon Place Parklet,Parks,East,Encampment,7/28/2009,9/4/2009,9/4/2009,9/4/2009,9/10/2009,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1008,Point,1009,1,1008,1009,2293-01,SB509,WSDOT,Southwest,Encampment,4/6/2016,4/6/2016,4/6/2016,4/7/2016,4/13/2016,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1010,Point,1011,1,1010,1011,2295-02,Rainier Ave South  Off Ramp,WSDOT,East,Encampment,11/15/2015,1/7/2016,1/14/2016,1/14/2016,1/20/2016,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1011,Point,1012,1,1011,1012,2295-03,Rainier Ave South  Off Ramp,WSDOT,East,Camping,7/22/2016,12/28/2016,12/28/2016,12/30/2016,1/5/2017,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1015,Point,1016,1,1015,1016,2297-03,Poplar Place South/South Dean Street,SDOT,East,Encampment,11/15/2016,11/28/2016,11/28/2016,12/1/2016,12/7/2016,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1522,Point,1523,1,1522,1523,293-03,Madison Street pedestrian overpass,SDOT,West,Camping,8/7/2014,8/28/2014,<Null>,8/22/2014,8/28/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1571,Point,1572,1,1571,1572,305-03,6th Ave & Cherry St - carpool lot under I-5,SDOT,West,Camping,2/12/2016,3/29/2016,6/8/2016,6/8/2016,6/14/2016,47.60489,-122.328735,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1637,Point,1638,1,1637,1638,328-01,114 Alaskan Way S (Prudential Building),SDOT,West,Encampment,5/23/2011,5/25/2011,5/23/2011,6/1/2011,6/7/2011,47.606209,-122.332071,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2106,Point,2107,1,2106,2107,455-01,Alaskan Way Viaduct & Marion St,SDOT,West,Camping,5/15/2012,5/17/2012,5/24/2012,5/24/2012,5/30/2012,47.603095,-122.337784,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2924,Point,2925,1,2924,2925,762-01,1201 Eastlake Ave E,SDOT,West,Camping,7/8/2014,7/8/2014,7/15/2014,7/18/2014,7/24/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3020,Point,3021,1,3020,3021,81-12,Alaskan Way & Marion St overpass,SDOT,West,Camping,1/15/2015,<Null>,<Null>,1/21/2015,1/27/2015,47.60321,-122.337468,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3067,Point,3068,1,3067,3068,828-02,7th Ave NE along I-5 (between NE 45th & NE 47th),WSDOT,North,Camping,7/9/2015,3/10/2017,3/10/2017,3/10/2017,3/16/2017,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3156,Point,3157,1,3156,3157,868-02,NW Leary Way near 11th Ave NW,SDOT,North,Camping,4/17/2015,4/24/2015,4/28/2015,4/28/2015,5/4/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3207,Point,3208,1,3207,3208,891-01,7th Ave NE & NE 50th St,SDOT,North,Camping,12/23/2014,1/7/2015,1/8/2015,1/16/2015,1/22/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3220,Point,3221,1,3220,3221,898-01,Columbia St between Western and Alaskan Way,SDOT,West,Encampment,1/9/2015,1/13/2015,1/13/2015,1/21/2015,1/27/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1929,Point,1930,1,1929,1930,404-06,7th Ave & Cherry St,SDOT,West,Camping,1/13/2015,1/16/2015,1/16/2015,1/21/2015,1/27/2015,47.605517,-122.327963,63,9517568,13225.233,65,160,First Hill,DOWNTOWN,13,11,33
1931,Point,1932,1,1931,1932,404-08,7th Ave & Cherry St,SDOT,West,Encampment,12/30/2015,1/4/2015,1/7/2016,1/5/2016,1/11/2016,47.605517,-122.327963,63,9517568,13225.233,65,160,First Hill,DOWNTOWN,13,11,33
1932,Point,1933,1,1932,1933,404-09,7th Ave & Cherry St,SDOT,West,Camping,2/26/2016,5/31/2016,6/8/2016,6/8/2016,6/14/2016,47.605517,-122.327963,63,9517568,13225.233,65,160,First Hill,DOWNTOWN,13,11,33
1817,Point,1818,1,1817,1818,376-01,Aurora Bridge (Grassy area Northwest side),SDOT,North,Camping,9/15/2011,<Null>,<Null>,9/22/2011,9/28/2011,47.648286,-122.347285,33,26503756,25999.285,35,137,Fremont,NO BROADER TERM,6,9,94
1978,Point,1979,1,1978,1979,417-02,Georgetown Playfield,Parks,South,Camping,11/4/2014,12/11/2014,<Null>,12/16/2014,12/22/2014,47.5526,-122.32152,68,51305072,45963.664,70,177,Georgetown,NO BROADER TERM,18,12,81
397,Point,398,1,397,398,129-01,NE 63rd & NE Ravenna,SDOT,North,Camping,6/24/2009,<Null>,<Null>,6/24/2009,6/30/2009,47.674548,-122.321852,34,37314628,25387.707,36,123,Green Lake,NO BROADER TERM,6,9,24
2599,Point,2600,1,2599,2600,634-10,N 121st St & Stone Way N,SDOT,North,Encampment,11/3/2016,11/23/2016,11/30/2016,11/30/2016,12/6/2016,47.716345,-122.342162,112,47203080,29413.553,114,102,Haller Lake,NORTHGATE,2,10,95
1619,Point,1620,1,1619,1620,322-02,9200 block Myers Way S,WSDOT,Southwest,Camping,9/1/2016,9/14/2016,9/14/2016,12/9/2016,12/15/2016,47.520534,-122.333751,89,39810332,31111.063,91,188,Highland Park,DELRIDGE,20,10,23
638,Point,639,1,638,639,190-12,1st Ave S Overpass at Denver Ave South,SDOT - Parking Enforcement,South,Camping,7/26/2013,8/7/2013,8/8/2013,8/7/2013,8/13/2013,47.562088,-122.335213,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1469,Point,1470,1,1469,1470,275-03,E Marginal Wy S & Duwamish Ave S,SDOT,South,Encampment,5/23/2012,5/24/2012,5/24/2012,5/24/2012,5/30/2012,47.568752,-122.33948,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1477,Point,1478,1,1477,1478,276-05,Airport Way S & S Royal Brougham Way,WSDOT,West,Camping,6/8/2016,12/27/2016,1/5/2017,1/3/2017,1/9/2017,47.592429,-122.323887,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1819,Point,1820,1,1819,1820,377-01,S Spokane St & Duwamish Ave S landscape area,SDOT,South,Encampment,9/19/2011,9/23/2011,9/23/2011,9/22/2011,9/28/2011,47.571864,-122.34375,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
